ags,ort,plz,landkreis,bundesland
03456010,Isterberg,48465,Landkreis Grafschaft Bentheim,Niedersachsen
03456011,Itterbeck,49847,Landkreis Grafschaft Bentheim,Niedersachsen
08125047,Ittlingen,74930,Landkreis Heilbronn,Baden-Württemberg
01061046,Itzehoe,25524,Kreis Steinburg,Schleswig-Holstein
09473138,Itzgrund,96274,Landkreis Coburg,Bayern
01060043,Itzstedt,23845,Kreis Segeberg,Schleswig-Holstein
13075053,Iven,17391,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13071068,Ivenack,17153,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
13071069,Jabel,17194,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
09173131,Jachenau,83676,Landkreis Bad Tölz-Wolfratshausen,Bayern
12067237,Jacobsdorf,15236,Landkreis Oder-Spree,Brandenburg
03461005,Jade,26349,Landkreis Wesermarsch,Niedersachsen
01059043,Jagel,24848,Kreis Schleswig-Flensburg,Schleswig-Holstein
01059043,Jagel,24878,Kreis Schleswig-Flensburg,Schleswig-Holstein
08125048,Jagsthausen,74249,Landkreis Heilbronn,Baden-Württemberg
08136035,Jagstzell,73489,Ostalbkreis,Baden-Württemberg
14521310,Jahnsdorf/Erzgebirge,09387,Erzgebirgskreis,Sachsen
01058085,Jahrsdorf,24594,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
13073041,Jakobsdorf,18442,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
07333035,Jakobsweiler,67814,Donnersbergkreis,Rheinland-Pfalz
03354011,Jameln,29479,Landkreis Lüchow-Dannenberg,Niedersachsen
12061224,Jamlitz,15868,Landkreis Dahme-Spreewald,Brandenburg
12071189,Jämlitz-Klein Düben,03130,Landkreis Spree-Neiße,Brandenburg
09272129,Jandelsbrunn,94118,Landkreis Freyung-Grafenau,Bayern
01059128,Janneby,24992,Kreis Schleswig-Flensburg,Schleswig-Holstein
12071193,Jänschwalde,03172,Landkreis Spree-Neiße,Brandenburg
12071193,Jänschwalde,03197,Landkreis Spree-Neiße,Brandenburg
01059129,Jardelund,24994,Kreis Schleswig-Flensburg,Schleswig-Holstein
13075054,Jarmen,17126,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
13075055,Jatznick,17309,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07133051,Jeckenbach,55592,Landkreis Bad Kreuznach,Rheinland-Pfalz
03360012,Jelmstorf,29585,Landkreis Uelzen,Niedersachsen
03151014,Jembke,38477,Landkreis Gifhorn,Niedersachsen
03457012,Jemgum,26844,Landkreis Leer,Niedersachsen
16053000,Jena,07743,,Thüringen
16053000,Jena,07745,,Thüringen
16053000,Jena,07747,,Thüringen
16053000,Jena,07749,,Thüringen
16053000,Jena,07751,,Thüringen
16074043,Jenalöbnitz,07751,Saale-Holzland-Kreis,Thüringen
09777140,Jengen,86860,Landkreis Ostallgäu,Bayern
15086080,Jerichow,39307,Landkreis Jerichower Land,Sachsen-Anhalt
15086080,Jerichow,39319,Landkreis Jerichower Land,Sachsen-Anhalt
01059131,Jerrishoe,24963,Kreis Schleswig-Flensburg,Schleswig-Holstein
01062036,Jersbek,22941,Kreis Stormarn,Schleswig-Holstein
03154012,Jerxheim,38381,Landkreis Helmstedt,Niedersachsen
06634010,Jesberg,34632,Schwalm-Eder-Kreis,Hessen
13074036,Jesendorf,19417,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
09179130,Jesenwang,82287,Landkreis Fürstenfeldbruck,Bayern
14730140,Jesewitz,04838,Landkreis Nordsachsen,Sachsen
15091145,Jessen (Elster),06917,Landkreis Wittenberg,Sachsen-Anhalt
03353020,Jesteburg,21266,Landkreis Harburg,Niedersachsen
08337060,Jestetten,79798,Landkreis Waldshut,Baden-Württemberg
09183122,Jettenbach,84555,Landkreis Mühldorf am Inn,Bayern
07336048,Jettenbach,66887,Landkreis Kusel,Rheinland-Pfalz
08115053,Jettingen,71131,Landkreis Böblingen,Baden-Württemberg
09774144,Jettingen-Scheppach,89343,Landkreis Günzburg,Bayern
09186132,Jetzendorf,85305,Landkreis Pfaffenhofen an der Ilm,Bayern
01058086,Jevenstedt,24808,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
03455007,Jever,26441,Landkreis Friesland,Niedersachsen
12060100,Joachimsthal,16247,Landkreis Barnim,Brandenburg
07334012,Jockgrim,76751,Landkreis Germersheim,Rheinland-Pfalz
09671133,Johannesberg,63867,Landkreis Aschaffenburg,Bayern
14521320,Johanngeorgenstadt,08349,Erzgebirgskreis,Sachsen
09277126,Johanniskirchen,84381,Landkreis Rottal-Inn,Bayern
14521330,Jöhstadt,09477,Erzgebirgskreis,Sachsen
01054059,Joldelund,25862,Kreis Nordfriesland,Schleswig-Holstein
16077018,Jonaswalde,04626,Landkreis Altenburger Land,Thüringen
14626210,Jonsdorf,02796,Landkreis Görlitz,Sachsen
13072049,Jördenstorf,17168,Landkreis Rostock,Mecklenburg-Vorpommern
03359028,Jork,21635,Landkreis Stade,Niedersachsen
01059132,Jörl,24992,Kreis Schleswig-Flensburg,Schleswig-Holstein
06435016,Jossgrund,63637,Main-Kinzig-Kreis,Hessen
15081225,Jübar,38489,Altmarkkreis Salzwedel,Sachsen-Anhalt
01059044,Jübek,24855,Kreis Schleswig-Flensburg,Schleswig-Holstein
05162012,Jüchen,41363,Rhein-Kreis Neuss,Nordrhein-Westfalen
07232246,Jucken,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07339031,Jugenheim,55270,Landkreis Mainz-Bingen,Rheinland-Pfalz
03159021,Jühnde,37127,Landkreis Göttingen,Niedersachsen
03452013,Juist,26571,Landkreis Aurich,Niedersachsen
09277127,Julbach,84387,Landkreis Rottal-Inn,Bayern
05358024,Jülich,52428,Kreis Düren,Nordrhein-Westfalen
01053058,Juliusburg,21483,Kreis Herzogtum Lauenburg,Schleswig-Holstein
08417036,Jungingen,72417,Zollernalbkreis,Baden-Württemberg
07233035,Jünkerath,54584,Landkreis Vulkaneifel,Rheinland-Pfalz
13072050,Jürgenshagen,18246,Landkreis Rostock,Mecklenburg-Vorpommern
13071070,Jürgenstorf,17153,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
12072169,Jüterbog,14913,Landkreis Teltow-Fläming,Brandenburg
01061047,Kaaks,25582,Kreis Steinburg,Schleswig-Holstein
05162016,Kaarst,41564,Rhein-Kreis Neuss,Nordrhein-Westfalen
01055023,Kabelhorst,23738,Kreis Ostholstein,Schleswig-Holstein
15088150,Kabelsketal,06184,Saalekreis,Sachsen-Anhalt
14627080,Käbschütztal,01665,Landkreis Meißen,Sachsen
07143247,Kaden,56459,Westerwaldkreis,Rheinland-Pfalz
07143039,Kadenbach,56337,Westerwaldkreis,Rheinland-Pfalz
16074044,Kahla,07768,Saale-Holzland-Kreis,Thüringen
09671134,Kahl am Main,63796,Landkreis Aschaffenburg,Bayern
07135043,Kaifenheim,56761,Landkreis Cochem-Zell,Rheinland-Pfalz
07135044,Kail,56829,Landkreis Cochem-Zell,Rheinland-Pfalz
01061048,Kaisborstel,25560,Kreis Steinburg,Schleswig-Holstein
15084246,Kaiserpfalz,06642,Burgenlandkreis,Sachsen-Anhalt
08119037,Kaisersbach,73553,Rems-Murr-Kreis,Baden-Württemberg
08119037,Kaisersbach,73642,Rems-Murr-Kreis,Baden-Württemberg
08119037,Kaisersbach,73667,Rems-Murr-Kreis,Baden-Württemberg
07135045,Kaisersesch,56759,Landkreis Cochem-Zell,Rheinland-Pfalz
07312000,Kaiserslautern,67655,,Rheinland-Pfalz
07312000,Kaiserslautern,67657,,Rheinland-Pfalz
07312000,Kaiserslautern,67659,,Rheinland-Pfalz
07312000,Kaiserslautern,67661,,Rheinland-Pfalz
07312000,Kaiserslautern,67663,,Rheinland-Pfalz
01051057,Kaiser-Wilhelm-Koog,25709,Kreis Dithmarschen,Schleswig-Holstein
09779169,Kaisheim,86687,Landkreis Donau-Ries,Bayern
03353021,Kakenstorf,21255,Landkreis Harburg,Niedersachsen
06631016,Kalbach,36148,Landkreis Fulda,Hessen
03357029,Kalbe,27419,Landkreis Rotenburg (Wümme),Niedersachsen
15081240,Kalbe (Milde),39624,Altmarkkreis Salzwedel,Sachsen-Anhalt
16065042,Kalbsrieth,06556,Kyffhäuserkreis,Thüringen
09572137,Kalchreuth,90562,Landkreis Erlangen-Höchstadt,Bayern
03155006,Kalefeld,37589,Landkreis Northeim,Niedersachsen
07135046,Kalenborn,56759,Landkreis Cochem-Zell,Rheinland-Pfalz
07131036,Kalenborn,53505,Landkreis Ahrweiler,Rheinland-Pfalz
07233036,Kalenborn-Scheuern,54570,Landkreis Vulkaneifel,Rheinland-Pfalz
05154024,Kalkar,47546,Kreis Kleve,Nordrhein-Westfalen
13074037,Kalkhorst,23942,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
13074037,Kalkhorst,23948,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
07333036,Kalkofen,67822,Donnersbergkreis,Rheinland-Pfalz
05366024,Kall,53925,Kreis Euskirchen,Nordrhein-Westfalen
05766036,Kalletal,32689,Kreis Lippe,Nordrhein-Westfalen
09375156,Kallmünz,93183,Landkreis Regensburg,Bayern
07332028,Kallstadt,67169,Landkreis Bad Dürkheim,Rheinland-Pfalz
07137041,Kalt,56294,Landkreis Mayen-Koblenz,Rheinland-Pfalz
07131037,Kaltenborn,53520,Landkreis Ahrweiler,Rheinland-Pfalz
07137209,Kaltenengers,56220,Landkreis Mayen-Koblenz,Rheinland-Pfalz
07141065,Kaltenholzhausen,65558,Rhein-Lahn-Kreis,Rheinland-Pfalz
01060044,Kaltenkirchen,24568,Kreis Segeberg,Schleswig-Holstein
16066095,Kaltennordheim,36452,Landkreis Schmalkalden-Meiningen,Thüringen
09777141,Kaltental,87662,Landkreis Ostallgäu,Bayern
01057032,Kalübbe,24326,Kreis Plön,Schleswig-Holstein
05978020,Kamen,59174,Kreis Unna,Nordrhein-Westfalen
14625250,Kamenz - Kamjenc,01917,Landkreis Bautzen,Sachsen
15090285,Kamern,39524,Landkreis Stendal,Sachsen-Anhalt
09774145,Kammeltal,89358,Landkreis Günzburg,Bayern
07143040,Kammerforst,56206,Westerwaldkreis,Rheinland-Pfalz
16064032,Kammerforst,99986,Unstrut-Hainich-Kreis,Thüringen
09576128,Kammerstein,91126,Landkreis Roth,Bayern
13075056,Kamminke,17419,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
09778180,Kammlach,87754,Landkreis Unterallgäu,Bayern
07141066,Kamp-Bornhofen,56341,Rhein-Lahn-Kreis,Rheinland-Pfalz
01054061,Kampen (Sylt),25999,Kreis Nordfriesland,Schleswig-Holstein
08236074,Kämpfelbach,75236,Enzkreis,Baden-Württemberg
05170020,Kamp-Lintfort,47475,Kreis Wesel,Nordrhein-Westfalen
07334013,Kandel,76870,Landkreis Germersheim,Rheinland-Pfalz
08336045,Kandern,79400,Landkreis Lörrach,Baden-Württemberg
01053059,Kankelau,21514,Kreis Herzogtum Lauenburg,Schleswig-Holstein
08426064,Kanzach,88422,Landkreis Biberach,Baden-Württemberg
07235055,Kanzem,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz
16071037,Kapellendorf,99510,Landkreis Weimarer Land,Thüringen
07337045,Kapellen-Drusweiler,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz
07233217,Kaperich,56767,Landkreis Vulkaneifel,Rheinland-Pfalz
07140062,Kappel,55483,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
08317152,Kappel-Grafenhausen,77966,Ortenaukreis,Baden-Württemberg
01059045,Kappeln,24376,Kreis Schleswig-Flensburg,Schleswig-Holstein
01059045,Kappeln,24404,Kreis Schleswig-Flensburg,Schleswig-Holstein
07336049,Kappeln,67744,Landkreis Kusel,Rheinland-Pfalz
08317056,Kappelrodeck,77876,Ortenaukreis,Baden-Württemberg
07337046,Kapsweyer,76889,Landkreis Südliche Weinstraße,Rheinland-Pfalz
09677146,Karbach,97842,Landkreis Main-Spessart,Bayern
07140063,Karbach,56281,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
06440012,Karben,61184,Wetteraukreis,Hessen
01058087,Karby,24398,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
13076067,Karenz,19294,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
13071071,Kargow,17192,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
07231065,Karl,54534,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
08215096,Karlsbad,76307,Landkreis Karlsruhe,Baden-Württemberg
13075156,Karlsburg,17495,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
16074045,Karlsdorf,07646,Saale-Holzland-Kreis,Thüringen
08215103,Karlsdorf-Neuthard,76689,Landkreis Karlsruhe,Baden-Württemberg
09174126,Karlsfeld,85757,Landkreis Dachau,Bayern
13075058,Karlshagen,17449,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07232064,Karlshausen,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09185139,Karlshuld,86668,Landkreis Neuburg-Schrobenhausen,Bayern
09185140,Karlskron,85123,Landkreis Neuburg-Schrobenhausen,Bayern
08212000,Karlsruhe,76131,,Baden-Württemberg
08212000,Karlsruhe,76133,,Baden-Württemberg
08212000,Karlsruhe,76135,,Baden-Württemberg
08212000,Karlsruhe,76137,,Baden-Württemberg
08212000,Karlsruhe,76139,,Baden-Württemberg
08212000,Karlsruhe,76149,,Baden-Württemberg
08212000,Karlsruhe,76185,,Baden-Württemberg
08212000,Karlsruhe,76187,,Baden-Württemberg
08212000,Karlsruhe,76189,,Baden-Württemberg
08212000,Karlsruhe,76199,,Baden-Württemberg
08212000,Karlsruhe,76227,,Baden-Württemberg
08212000,Karlsruhe,76228,,Baden-Württemberg
08212000,Karlsruhe,76229,,Baden-Württemberg
09677148,Karlstadt,97753,Landkreis Main-Spessart,Bayern
09671114,Karlstein am Main,63791,Landkreis Aschaffenburg,Bayern
01054062,Karlum,25926,Kreis Nordfriesland,Schleswig-Holstein
13073042,Karnin,18469,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
01051058,Karolinenkoog,25774,Kreis Dithmarschen,Schleswig-Holstein
13076068,Karrenzin,19372,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
09677149,Karsbach,97783,Landkreis Main-Spessart,Bayern
15084250,Karsdorf,06638,Burgenlandkreis,Sachsen-Anhalt
12070173,Karstädt,19357,Landkreis Prignitz,Brandenburg
13076069,Karstädt,19294,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
03354012,Karwitz,29481,Landkreis Lüchow-Dannenberg,Niedersachsen
07138501,Kasbach-Ohlenberg,53547,Landkreis Neuwied,Rheinland-Pfalz
07232065,Kaschenbach,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07141067,Kasdorf,56357,Rhein-Lahn-Kreis,Rheinland-Pfalz
07235056,Kasel,54317,Landkreis Trier-Saarburg,Rheinland-Pfalz
12061244,Kasel-Golzig,15938,Landkreis Dahme-Spreewald,Brandenburg
09477124,Kasendorf,95359,Landkreis Kulmbach,Bayern
07340212,Käshofen,66894,Landkreis Südwestpfalz,Rheinland-Pfalz
01053060,Kasseburg,22929,Kreis Herzogtum Lauenburg,Schleswig-Holstein
01055024,Kasseedorf,23717,Kreis Ostholstein,Schleswig-Holstein
06611000,Kassel,34117,,Hessen
06611000,Kassel,34119,,Hessen
06611000,Kassel,34121,,Hessen
06611000,Kassel,34123,,Hessen
06611000,Kassel,34125,,Hessen
06611000,Kassel,34127,,Hessen
06611000,Kassel,34128,,Hessen
06611000,Kassel,34130,,Hessen
06611000,Kassel,34131,,Hessen
06611000,Kassel,34132,,Hessen
06611000,Kassel,34134,,Hessen
06611000,Kassel,34233,,Hessen
06611000,Kassel,34355,,Hessen
13072051,Kassow,18258,Landkreis Rostock,Mecklenburg-Vorpommern
07140064,Kastellaun,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
07235057,Kastel-Staadt,54441,Landkreis Trier-Saarburg,Rheinland-Pfalz
09171121,Kastl,84556,Landkreis Altötting,Bayern
09377128,Kastl,95506,Landkreis Tirschenreuth,Bayern
09371132,Kastl,92280,Landkreis Amberg-Sulzbach,Bayern
01053061,Kastorf,23847,Kreis Herzogtum Lauenburg,Schleswig-Holstein
01054063,Katharinenheerd,25836,Kreis Nordfriesland,Schleswig-Holstein
03155007,Katlenburg-Lindau,37191,Landkreis Northeim,Niedersachsen
01060045,Kattendorf,24568,Kreis Segeberg,Schleswig-Holstein
07333037,Katzenbach,67806,Donnersbergkreis,Rheinland-Pfalz
07141068,Katzenelnbogen,56368,Rhein-Lahn-Kreis,Rheinland-Pfalz
16073037,Katzhütte,98746,Landkreis Saalfeld-Rudolstadt,Thüringen
13075059,Katzow,17509,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
07335017,Katzweiler,67734,Landkreis Kaiserslautern,Rheinland-Pfalz
07233037,Katzwinkel,54552,Landkreis Vulkaneifel,Rheinland-Pfalz
07132080,Katzwinkel (Sieg),57581,Landkreis Altenkirchen,Rheinland-Pfalz
07141069,Kaub,56349,Rhein-Lahn-Kreis,Rheinland-Pfalz
16076034,Kauern,07554,Landkreis Greiz,Thüringen
09762000,Kaufbeuren,87600,,Bayern
09181128,Kaufering,86916,Landkreis Landsberg am Lech,Bayern
06633015,Kaufungen,34260,Landkreis Kassel,Hessen
16073038,Kaulsdorf,07338,Landkreis Saalfeld-Rudolstadt,Thüringen
07132059,Kausen,57520,Landkreis Altenkirchen,Rheinland-Pfalz
01060046,Kayhude,23863,Kreis Segeberg,Schleswig-Holstein
06440013,Kefenrod,63699,Wetteraukreis,Hessen
08317057,Kehl,77694,Ortenaukreis,Baden-Württemberg
07141070,Kehlbach,56355,Rhein-Lahn-Kreis,Rheinland-Pfalz
16062024,Kehmstedt,99752,Landkreis Nordhausen,Thüringen
07137043,Kehrig,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz
07140065,Keidelheim,55471,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
16075047,Keila,07389,Saale-Orla-Kreis,Thüringen
07233218,Kelberg,53539,Landkreis Vulkaneifel,Rheinland-Pfalz
15087250,Kelbra (Kyffhäuser),06537,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
09273137,Kelheim,93309,Landkreis Kelheim,Bayern
06436008,Kelkheim,65779,Main-Taunus-Kreis,Hessen
16061056,Kella,37308,Landkreis Eichsfeld,Thüringen
07235058,Kell am See,54427,Landkreis Trier-Saarburg,Rheinland-Pfalz
07133202,Kellenbach,55606,Landkreis Bad Kreuznach,Rheinland-Pfalz
01055025,Kellenhusen,23746,Kreis Ostholstein,Schleswig-Holstein
01061049,Kellinghusen,25548,Kreis Steinburg,Schleswig-Holstein
09775132,Kellmünz a.d.Iller,89293,Landkreis Neu-Ulm,Bayern
06433007,Kelsterbach,65451,Kreis Groß-Gerau,Hessen
08236070,Keltern,75210,Enzkreis,Baden-Württemberg
15091160,Kemberg,06901,Landkreis Wittenberg,Sachsen-Anhalt
07141071,Kemmenau,56132,Rhein-Lahn-Kreis,Rheinland-Pfalz
09471150,Kemmern,96164,Landkreis Bamberg,Bayern
09377129,Kemnath,95478,Landkreis Tirschenreuth,Bayern
13075060,Kemnitz,17509,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
05166012,Kempen,47906,Kreis Viersen,Nordrhein-Westfalen
07131502,Kempenich,56746,Landkreis Ahrweiler,Rheinland-Pfalz
07134046,Kempfeld,55758,Landkreis Birkenfeld,Rheinland-Pfalz
09763000,Kempten (Allgäu),87435,,Bayern
09763000,Kempten (Allgäu),87437,,Bayern
09763000,Kempten (Allgäu),87439,,Bayern
07235060,Kenn,54344,Landkreis Trier-Saarburg,Rheinland-Pfalz
13071072,Kentzlin,17111,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
08316020,Kenzingen,79341,Landkreis Emmendingen,Baden-Württemberg
13073043,Kenz-Küstrow,18314,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
07232066,Keppeshausen,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07137048,Kerben,56295,Landkreis Mayen-Koblenz,Rheinland-Pfalz
05154028,Kerken,47647,Kreis Kleve,Nordrhein-Westfalen
08119093,Kernen im Remstal,71394,Rems-Murr-Kreis,Baden-Württemberg
05362032,Kerpen,50169,Rhein-Erft-Kreis,Nordrhein-Westfalen
05362032,Kerpen,50170,Rhein-Erft-Kreis,Nordrhein-Westfalen
05362032,Kerpen,50171,Rhein-Erft-Kreis,Nordrhein-Westfalen
07233038,Kerpen (Eifel),54578,Landkreis Vulkaneifel,Rheinland-Pfalz
07233219,Kerschenbach,54589,Landkreis Vulkaneifel,Rheinland-Pfalz
07333038,Kerzenheim,67304,Donnersbergkreis,Rheinland-Pfalz
07132060,Kescheid,57632,Landkreis Altenkirchen,Rheinland-Pfalz
07232247,Kesfeld,54619,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
07131039,Kesseling,53506,Landkreis Ahrweiler,Rheinland-Pfalz
07231066,Kesten,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
07141072,Kestert,56348,Rhein-Lahn-Kreis,Rheinland-Pfalz
08226037,Ketsch,68775,Rhein-Neckar-Kreis,Baden-Württemberg
07132061,Kettenhausen,57612,Landkreis Altenkirchen,Rheinland-Pfalz
07331042,Kettenheim,55234,Landkreis Alzey-Worms,Rheinland-Pfalz
03459023,Kettenkamp,49577,Landkreis Osnabrück,Niedersachsen
09778221,Kettershausen,86498,Landkreis Unterallgäu,Bayern
07137211,Kettig,56220,Landkreis Mayen-Koblenz,Rheinland-Pfalz
12063148,Ketzin/Havel,14669,Landkreis Havelland,Brandenburg
05154032,Kevelaer,47623,Kreis Kleve,Nordrhein-Westfalen
05154032,Kevelaer,47624,Kreis Kleve,Nordrhein-Westfalen
05154032,Kevelaer,47625,Kreis Kleve,Nordrhein-Westfalen
05154032,Kevelaer,47626,Kreis Kleve,Nordrhein-Westfalen
05154032,Kevelaer,47627,Kreis Kleve,Nordrhein-Westfalen
07232248,Kickeshausen,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
01061050,Kiebitzreihe,25368,Kreis Steinburg,Schleswig-Holstein
06439009,Kiedrich,65399,Rheingau-Taunus-Kreis,Hessen
09187148,Kiefersfelden,83088,Landkreis Rosenheim,Bayern
01002000,Kiel,24103,,Schleswig-Holstein
01002000,Kiel,24105,,Schleswig-Holstein
01002000,Kiel,24106,,Schleswig-Holstein
01002000,Kiel,24107,,Schleswig-Holstein
01002000,Kiel,24109,,Schleswig-Holstein
01002000,Kiel,24111,,Schleswig-Holstein
01002000,Kiel,24113,,Schleswig-Holstein
01002000,Kiel,24114,,Schleswig-Holstein
01002000,Kiel,24116,,Schleswig-Holstein
01002000,Kiel,24118,,Schleswig-Holstein
01002000,Kiel,24143,,Schleswig-Holstein
01002000,Kiel,24145,,Schleswig-Holstein
01002000,Kiel,24146,,Schleswig-Holstein
01002000,Kiel,24147,,Schleswig-Holstein
01002000,Kiel,24148,,Schleswig-Holstein
01002000,Kiel,24149,,Schleswig-Holstein
01002000,Kiel,24159,,Schleswig-Holstein
09189126,Kienberg,83361,Landkreis Traunstein,Bayern
05962028,Kierspe,58566,Märkischer Kreis,Nordrhein-Westfalen
08236031,Kieselbronn,75249,Enzkreis,Baden-Württemberg
13071073,Kieve,17209,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
16071038,Kiliansroda,99441,Landkreis Weimarer Land,Thüringen
16068064,Kindelbrück,06578,Landkreis Sömmerda,Thüringen
16068064,Kindelbrück,99638,Landkreis Sömmerda,Thüringen
07332029,Kindenheim,67271,Landkreis Bad Dürkheim,Rheinland-Pfalz
07231067,Kinderbeuern,54538,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
09176137,Kinding,85125,Landkreis Eichstätt,Bayern
07335018,Kindsbach,66862,Landkreis Kaiserslautern,Rheinland-Pfalz
07231068,Kinheim,54538,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
09181129,Kinsau,86981,Landkreis Landsberg am Lech,Bayern
07232249,Kinzenburg,54597,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
09176138,Kipfenberg,85110,Landkreis Eichstätt,Bayern
08317059,Kippenheim,77971,Ortenaukreis,Baden-Württemberg
07143248,Kirburg,57629,Westerwaldkreis,Rheinland-Pfalz
09189127,Kirchanschöring,83329,Landkreis Traunstein,Bayern
09189127,Kirchanschöring,83417,Landkreis Traunstein,Bayern
08125049,Kirchardt,74912,Landkreis Heilbronn,Baden-Württemberg
01057033,Kirchbarkau,24245,Kreis Plön,Schleswig-Holstein
14524130,Kirchberg,08107,Landkreis Zwickau,Sachsen
07140067,Kirchberg,55481,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
09177124,Kirchberg,84434,Landkreis Erding,Bayern
08426065,Kirchberg an der Iller,88486,Landkreis Biberach,Baden-Württemberg
08127046,Kirchberg an der Jagst,74592,Landkreis Schwäbisch Hall,Baden-Württemberg
08119038,Kirchberg an der Murr,71737,Rems-Murr-Kreis,Baden-Württemberg
09276126,Kirchberg i.Wald,94259,Landkreis Regen,Bayern
03255025,Kirchbrak,37619,Landkreis Holzminden,Niedersachsen
09183123,Kirchdorf,83527,Landkreis Mühldorf am Inn,Bayern
09273139,Kirchdorf,93348,Landkreis Kelheim,Bayern
03251021,Kirchdorf,27245,Landkreis Diepholz,Niedersachsen
09277128,Kirchdorf am Inn,84375,Landkreis Rottal-Inn,Bayern
09178136,Kirchdorf an der Amper,85414,Landkreis Freising,Bayern
08426066,Kirchdorf an der Iller,88457,Landkreis Biberach,Baden-Württemberg
